Landtagswahl 2023; Wahldatum: 2023-10-08; Stand: 09.10.2023 02:49:03
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
02400000000;"Hochtaunus II";"WK";;"";76279;51392;24887;0;54254;22709;71,1;2;723;53531;1,3;98,7;20001;9552;6547;6547;5910;1053;2667;;;289;;;;;;;407;;;558;;;;;;;;;;37,4;17,8;12,2;12,2;11,0;2,0;5,0;;;0,5;;;;;;;0,8;;;1,0;;;;;;;;;;575;53679;1,1;98,9;20890;9579;5993;6975;4996;1048;1579;633;258;140;74;16;161;73;52;25;310;22;15;501;339;;;;;;;;;38,9;17,8;11,2;13,0;9,3;2,0;2,9;1,2;0,5;0,3;0,1;0,0;0,3;0,1;0,1;0,0;0,6;0,0;0,0;0,9;0,6;;;;;;;;;"Sommer";"Sebastian";"";"CDU";115;115;2023-10-09 02:39:51;1;;"";
02500000000;"Wetterau I";"WK";;"";81848;58609;22811;428;54826;20637;67,0;2;1133;53693;2,1;97,9;20010;10209;7399;7877;3170;1253;2567;;1086;;;;;;;;;;;;;;;122;;;;;;37,3;19,0;13,8;14,7;5,9;2,3;4,8;;2,0;;;;;;;;;;;;;;;0,2;;;;;;933;53893;1,7;98,3;19996;9816;6823;8308;2978;1301;1846;738;638;176;115;26;194;72;77;21;226;18;24;390;110;;;;;;;;;37,1;18,2;12,7;15,4;5,5;2,4;3,4;1,4;1,2;0,3;0,2;0,0;0,4;0,1;0,1;0,0;0,4;0,0;0,0;0,7;0,2;;;;;;;;;"Utter";"Tobias";"";"CDU";104;104;2023-10-08 23:34:08;1;;"";
02600000000;"Wetterau II";"WK";;"";88576;66963;21229;384;58601;19436;66,2;2;1494;57107;2,5;97,5;19111;4649;9130;14572;1836;974;5523;;986;;;;;;;;326;;;;;;;;;;;;;33,5;8,1;16,0;25,5;3,2;1,7;9,7;;1,7;;;;;;;;0,6;;;;;;;;;;;;;1511;57090;2,6;97,4;19291;5351;7828;15517;2058;949;3210;1045;565;191;98;35;184;41;98;33;285;24;25;174;88;;;;;;;;;33,8;9,4;13,7;27,2;3,6;1,7;5,6;1,8;1,0;0,3;0,2;0,1;0,3;0,1;0,2;0,1;0,5;0,0;0,0;0,3;0,2;;;;;;;;;"Appel";"Patrick";"";"CDU";144;144;2023-10-08 22:14:37;1;;"";
02700000000;"Wetterau III";"WK";;"";77591;56368;21223;0;52089;19286;67,1;2;1394;50695;2,7;97,3;17764;6404;8702;9285;3655;957;2723;;1205;;;;;;;;;;;;;;;;;;;;;35,0;12,6;17,2;18,3;7,2;1,9;5,4;;2,4;;;;;;;;;;;;;;;;;;;;;1247;50842;2,4;97,6;18258;7066;7623;9600;2633;979;1943;722;678;185;94;27;186;54;91;24;271;20;36;261;91;;;;;;;;;35,9;13,9;15,0;18,9;5,2;1,9;3,8;1,4;1,3;0,4;0,2;0,1;0,4;0,1;0,2;0,0;0,5;0,0;0,1;0,5;0,2;;;;;;;;;"Wetekam";"Annette";"";"CDU";98;98;2023-10-08 22:48:40;1;;"";
02800000000;"Rheingau-Taunus I";"WK";;"";64743;45197;19546;0;45037;18202;69,6;2;770;44267;1,7;98,3;16942;6905;7460;7111;2263;897;2689;;;;;;;;;;;;;;;;;;;;;;;38,3;15,6;16,9;16,1;5,1;2,0;6,1;;;;;;;;;;;;;;;;;;;;;;;680;44357;1,5;98,5;17040;6936;6068;7465;2367;828;1448;646;278;113;56;16;185;63;62;28;245;23;15;406;69;;;;;;;;;38,4;15,6;13,7;16,8;5,3;1,9;3,3;1,5;0,6;0,3;0,1;0,0;0,4;0,1;0,1;0,1;0,6;0,1;0,0;0,9;0,2;;;;;;;;;"Schon";"Ingo";"";"CDU";112;112;2023-10-08 22:56:46;1;;"";
02900000000;"Rheingau-Taunus II";"WK";;"";72026;50387;21639;0;50775;20094;70,5;2;927;49848;1,8;98,2;20745;8212;6886;8199;2517;1331;1958;;;;;;;;;;;;;;;;;;;;;;;41,6;16,5;13,8;16,4;5,0;2,7;3,9;;;;;;;;;;;;;;;;;;;;;;;663;50112;1,3;98,7;19002;8070;6525;8594;2848;1012;1425;715;350;150;87;21;206;79;67;42;367;10;24;426;92;;;;;;;;;37,9;16,1;13,0;17,1;5,7;2,0;2,8;1,4;0,7;0,3;0,2;0,0;0,4;0,2;0,1;0,1;0,7;0,0;0,0;0,9;0,2;;;;;;;;;"Stolz";"André";"";"CDU";105;105;2023-10-08 23:36:42;1;;"";
03000000000;"Wiesbaden I";"WK";;"";91695;66787;24908;0;56526;23189;61,6;2;797;55729;1,4;98,6;18026;11687;8472;7710;3454;3080;1313;;;;;;;386;;;;;;1601;;;;;;;;;;32,3;21,0;15,2;13,8;6,2;5,5;2,4;;;;;;;0,7;;;;;;2,9;;;;;;;;;;642;55884;1,1;98,9;16505;11732;7608;7968;3798;2621;1079;804;542;149;117;16;264;229;62;47;394;43;54;1693;159;;;;;;;;;29,5;21,0;13,6;14,3;6,8;4,7;1,9;1,4;1,0;0,3;0,2;0,0;0,5;0,4;0,1;0,1;0,7;0,1;0,1;3,0;0,3;;;;;;;;;"Wallmann";"Astrid";"";"CDU";113;113;2023-10-08 22:18:09;1;;"";
03100000000;"Wiesbaden II";"WK";;"";92387;68230;24157;0;58371;22445;63,2;2;1052;57319;1,8;98,2;20485;9852;9418;8798;3359;1969;2338;;;;;;;;;;;;;1100;;;;;;;;;;35,7;17,2;16,4;15,3;5,9;3,4;4,1;;;;;;;;;;;;;1,9;;;;;;;;;;802;57569;1,4;98,6;19552;9947;8369;8958;3579;1754;1608;782;407;173;102;32;245;175;77;30;372;25;45;1174;163;;;;;;;;;34,0;17,3;14,5;15,6;6,2;3,0;2,8;1,4;0,7;0,3;0,2;0,1;0,4;0,3;0,1;0,1;0,6;0,0;0,1;2,0;0,3;;;;;;;;;"Lorz";"Ralph Alexander";"Prof. Dr.";"CDU";134;134;2023-10-08 22:18:35;1;;"";
03200000000;"Main-Taunus I";"WK";;"";79790;56987;22803;0;55789;21404;69,9;2;645;55144;1,2;98,8;24223;8890;8140;6766;3447;1154;2134;;;;;;;;;;390;;;;;;;;;;;;;43,9;16,1;14,8;12,3;6,3;2,1;3,9;;;;;;;;;;0,7;;;;;;;;;;;;;547;55242;1,0;99,0;22642;9515;6766;7225;4018;1008;1485;674;318;143;105;31;175;74;39;16;375;19;27;487;100;;;;;;;;;41,0;17,2;12,2;13,1;7,3;1,8;2,7;1,2;0,6;0,3;0,2;0,1;0,3;0,1;0,1;0,0;0,7;0,0;0,0;0,9;0,2;;;;;;;;;"Heinz";"Christian";"";"CDU";106;106;2023-10-08 22:23:25;1;;"";
03300000000;"Main-Taunus II";"WK";;"";82732;60603;22129;0;55878;21017;67,5;2;860;55018;1,5;98,5;23846;9052;7156;7796;2647;1574;2581;;;;;;;;;;366;;;;;;;;;;;;;43,3;16,5;13,0;14,2;4,8;2,9;4,7;;;;;;;;;;0,7;;;;;;;;;;;;;707;55171;1,3;98,7;22066;9024;6828;8225;3092;1299;1781;780;365;138;119;19;214;61;83;29;337;17;31;547;116;;;;;;;;;40,0;16,4;12,4;14,9;5,6;2,4;3,2;1,4;0,7;0,3;0,2;0,0;0,4;0,1;0,2;0,1;0,6;0,0;0,1;1,0;0,2;;;;;;;;;"Wintermeyer";"Axel";"";"CDU";102;102;2023-10-08 22:23:35;1;;"";
03400000000;"Frankfurt am Main I";"WK";;"";62797;50473;12324;0;32153;11460;51,2;2;582;31571;1,8;98,2;10968;5401;5900;5154;1364;1682;1102;;;;;;;;;;;;;;;;;;;;;;;34,7;17,1;18,7;16,3;4,3;5,3;3,5;;;;;;;;;;;;;;;;;;;;;;;476;31677;1,5;98,5;10248;5149;5145;5222;1438;1586;716;477;276;135;65;20;107;68;54;43;142;32;20;647;87;;;;;;;;;32,4;16,3;16,2;16,5;4,5;5,0;2,3;1,5;0,9;0,4;0,2;0,1;0,3;0,2;0,2;0,1;0,4;0,1;0,1;2,0;0,3;;;;;;;;;"Serke";"Uwe";"";"CDU";88;88;2023-10-08 21:31:25;1;;"";
03500000000;"Frankfurt am Main II";"WK";;"";64736;48053;16683;0;39158;15979;60,5;2;519;38639;1,3;98,7;10478;9979;7170;3739;1926;2667;895;;636;;;;;;;;;79;;934;;;;136;;;;;;27,1;25,8;18,6;9,7;5,0;6,9;2,3;;1,6;;;;;;;;;0,2;;2,4;;;;0,4;;;;;;419;38739;1,1;98,9;10403;9626;6190;3852;2157;3023;732;453;403;120;72;23;140;76;40;29;198;60;11;993;138;;;;;;;;;26,9;24,8;16,0;9,9;5,6;7,8;1,9;1,2;1,0;0,3;0,2;0,1;0,4;0,2;0,1;0,1;0,5;0,2;0,0;2,6;0,4;;;;;;;;;"Jost";"Tanja";"";"CDU";90;90;2023-10-08 21:24:44;1;;"";
03600000000;"Frankfurt am Main III";"WK";;"";83380;59856;23524;0;50022;21935;60,0;2;567;49455;1,1;98,9;15444;11098;8589;4365;4140;2621;1076;;799;;;;;;;;;63;;1260;;;;;;;;;;31,2;22,4;17,4;8,8;8,4;5,3;2,2;;1,6;;;;;;;;;0,1;;2,5;;;;;;;;;;404;49618;0,8;99,2;15251;11573;7075;4538;4252;2971;833;429;480;154;78;15;158;78;31;23;197;49;18;1280;135;;;;;;;;;30,7;23,3;14,3;9,1;8,6;6,0;1,7;0,9;1,0;0,3;0,2;0,0;0,3;0,2;0,1;0,0;0,4;0,1;0,0;2,6;0,3;;;;;;;;;"Bartelt";"Ralf-Norbert";"Dr.";"CDU";112;112;2023-10-08 22:15:56;1;;"";
03700000000;"Frankfurt am Main IV";"WK";;"";66937;46488;20449;0;41409;19089;61,9;2;470;40939;1,1;98,9;14398;9849;6386;3805;2465;2106;962;;;;;;;;;;;;;968;;;;;;;;;;35,2;24,1;15,6;9,3;6,0;5,1;2,3;;;;;;;;;;;;;2,4;;;;;;;;;;366;41043;0,9;99,1;13181;9668;5801;4059;2941;1946;752;414;379;105;61;17;134;70;53;21;145;46;21;1123;106;;;;;;;;;32,1;23,6;14,1;9,9;7,2;4,7;1,8;1,0;0,9;0,3;0,1;0,0;0,3;0,2;0,1;0,1;0,4;0,1;0,1;2,7;0,3;;;;;;;;;"Boddenberg";"Michael";"";"CDU";88;88;2023-10-08 21:40:43;1;;"";
03800000000;"Frankfurt am Main V";"WK";;"";72675;50104;22571;0;49678;21182;68,4;2;475;49203;1,0;99,0;12347;16853;7932;3209;2201;3491;913;;953;;;;;;;;;90;;1115;;;;;99;;;;;25,1;34,3;16,1;6,5;4,5;7,1;1,9;;1,9;;;;;;;;;0,2;;2,3;;;;;0,2;;;;;342;49336;0,7;99,3;11924;15598;7524;3293;3176;3834;681;409;567;120;74;16;153;82;37;31;188;67;10;1371;181;;;;;;;;;24,2;31,6;15,3;6,7;6,4;7,8;1,4;0,8;1,1;0,2;0,1;0,0;0,3;0,2;0,1;0,1;0,4;0,1;0,0;2,8;0,4;;;;;;;;;"Bocklet";"Marcus";"";"GRÜNE";100;100;2023-10-08 22:25:34;1;;"";
03900000000;"Frankfurt am Main VI";"WK";;"";72855;54036;18819;0;45299;17682;62,2;2;546;44753;1,2;98,8;17990;8035;7672;4841;1879;1813;1053;;742;;;;;;;;;;;728;;;;;;;;;;40,2;18,0;17,1;10,8;4,2;4,1;2,4;;1,7;;;;;;;;;;;1,6;;;;;;;;;;530;44769;1,2;98,8;15899;8859;6690;5403;2352;1880;913;537;479;116;91;44;119;86;67;30;186;48;17;849;104;;;;;;;;;35,5;19,8;14,9;12,1;5,3;4,2;2,0;1,2;1,1;0,3;0,2;0,1;0,3;0,2;0,1;0,1;0,4;0,1;0,0;1,9;0,2;;;;;;;;;"Rhein";"Boris";"";"CDU";98;98;2023-10-08 21:35:07;1;;"";
04000000000;"Main-Kinzig I";"WK";;"";92687;68279;24408;0;63836;22919;68,9;2;1143;62693;1,8;98,2;22136;6710;12707;12883;3205;1529;3523;;;;;;;;;;;;;;;;;;;;;;;35,3;10,7;20,3;20,5;5,1;2,4;5,6;;;;;;;;;;;;;;;;;;;;;;;1014;62822;1,6;98,4;22388;7749;9084;13653;2919;1340;2398;1197;489;205;183;44;233;81;108;40;247;55;36;255;118;;;;;;;;;35,6;12,3;14,5;21,7;4,6;2,1;3,8;1,9;0,8;0,3;0,3;0,1;0,4;0,1;0,2;0,1;0,4;0,1;0,1;0,4;0,2;;;;;;;;;"Schad";"Max";"";"CDU";123;123;2023-10-08 22:55:52;1;;"";
04100000000;"Main-Kinzig II";"WK";;"";90509;70938;19571;0;52427;18095;57,9;2;1015;51412;1,9;98,1;18820;7402;9207;9516;2673;1799;1995;;;;;;;;;;;;;;;;;;;;;;;36,6;14,4;17,9;18,5;5,2;3,5;3,9;;;;;;;;;;;;;;;;;;;;;;;816;51611;1,6;98,4;17670;7727;7598;10080;2573;1510;1488;972;488;195;109;33;183;84;106;51;166;79;40;358;101;;;;;;;;;34,2;15,0;14,7;19,5;5,0;2,9;2,9;1,9;0,9;0,4;0,2;0,1;0,4;0,2;0,2;0,1;0,3;0,2;0,1;0,7;0,2;;;;;;;;;"Kasseckert";"Heiko";"";"CDU";144;144;2023-10-08 21:59:59;1;;"";
04200000000;"Main-Kinzig III";"WK";;"";88407;64524;23883;0;60683;22517;68,6;2;1192;59491;2,0;98,0;21791;5854;10224;14700;2398;1260;3264;;;;;;;;;;;;;;;;;;;;;;;36,6;9,8;17,2;24,7;4,0;2,1;5,5;;;;;;;;;;;;;;;;;;;;;;;1015;59668;1,7;98,3;21750;6281;7605;15203;2424;1070;2633;967;451;158;106;31;188;68;118;40;227;33;31;217;67;;;;;;;;;36,5;10,5;12,7;25,5;4,1;1,8;4,4;1,6;0,8;0,3;0,2;0,1;0,3;0,1;0,2;0,1;0,4;0,1;0,1;0,4;0,1;;;;;;;;;"Reul";"Michael";"";"CDU";144;144;2023-10-08 22:13:47;1;;"";
04300000000;"Offenbach-Stadt";"WK";;"";66672;54570;12102;0;33926;11271;50,9;2;543;33383;1,6;98,4;8655;8612;5754;4652;1516;2376;1180;;;311;;;;;;;;;;327;;;;;;;;;;25,9;25,8;17,2;13,9;4,5;7,1;3,5;;;0,9;;;;;;;;;;1,0;;;;;;;;;;447;33479;1,3;98,7;9571;6596;5668;4943;1540;2309;838;536;305;167;56;16;119;60;41;42;138;40;21;388;85;;;;;;;;;28,6;19,7;16,9;14,8;4,6;6,9;2,5;1,6;0,9;0,5;0,2;0,0;0,4;0,2;0,1;0,1;0,4;0,1;0,1;1,2;0,3;;;;;;;;;"Speer";"Kim-Sarah";"";"CDU";103;103;2023-10-08 22:30:23;1;;"";
04400000000;"Offenbach Land I";"WK";;"";84103;63350;20749;4;55096;19382;65,5;2;841;54255;1,5;98,5;19389;9564;8423;7987;3007;1517;2531;;957;;;;;;;;;;;;;;;;;880;;;;35,7;17,6;15,5;14,7;5,5;2,8;4,7;;1,8;;;;;;;;;;;;;;;;;1,6;;;;743;54353;1,3;98,7;19139;9648;7235;8479;3397;1610;1841;845;482;222;85;25;225;85;100;31;244;24;36;482;118;;;;;;;;;35,2;17,8;13,3;15,6;6,2;3,0;3,4;1,6;0,9;0,4;0,2;0,0;0,4;0,2;0,2;0,1;0,4;0,0;0,1;0,9;0,2;;;;;;;;;"Honka";"Hartmut";"";"CDU";130;130;2023-10-08 22:18:37;1;;"";
04500000000;"Offenbach Land II";"WK";;"";66476;49399;17077;0;41665;16171;62,7;2;696;40969;1,7;98,3;15340;5622;7648;6768;1849;820;2297;;625;;;;;;;;;;;;;;;;;;;;;37,4;13,7;18,7;16,5;4,5;2,0;5,6;;1,5;;;;;;;;;;;;;;;;;;;;;621;41044;1,5;98,5;15314;6041;5975;7032;2134;939;1535;708;304;129;73;24;112;44;51;13;145;28;17;364;62;;;;;;;;;37,3;14,7;14,6;17,1;5,2;2,3;3,7;1,7;0,7;0,3;0,2;0,1;0,3;0,1;0,1;0,0;0,4;0,1;0,0;0,9;0,2;;;;;;;;;"Mikuschek";"Christoph";"";"CDU";74;74;2023-10-09 00:03:32;1;;"";
04600000000;"Offenbach Land III";"WK";;"";84140;58266;25874;0;58515;24205;69,5;2;862;57653;1,5;98,5;22643;8320;6983;9385;3682;1153;3601;1886;;;;;;;;;;;;;;;;;;;;;;39,3;14,4;12,1;16,3;6,4;2,0;6,2;3,3;;;;;;;;;;;;;;;;;;;;;;786;57729;1,3;98,7;22016;8445;6734;10231;3231;1098;2630;1276;442;204;120;35;234;71;137;30;281;36;26;342;110;;;;;;;;;38,1;14,6;11,7;17,7;5,6;1,9;4,6;2,2;0,8;0,4;0,2;0,1;0,4;0,1;0,2;0,1;0,5;0,1;0,0;0,6;0,2;;;;;;;;;"Lortz";"Frank";"";"CDU";109;109;2023-10-08 22:18:51;1;;"";
04700000000;"Groß-Gerau I";"WK";;"";80977;62820;18155;2;45513;16870;56,2;2;928;44585;2,0;98,0;15050;5346;9433;8019;2761;1608;1495;;873;;;;;;;;;;;;;;;;;;;;;33,8;12,0;21,2;18,0;6,2;3,6;3,4;;2,0;;;;;;;;;;;;;;;;;;;;;800;44713;1,8;98,2;15339;6319;7770;8279;1998;1459;1263;646;419;127;104;27;154;73;72;24;195;42;42;250;111;;;;;;;;;34,3;14,1;17,4;18,5;4,5;3,3;2,8;1,4;0,9;0,3;0,2;0,1;0,3;0,2;0,2;0,1;0,4;0,1;0,1;0,6;0,2;;;;;;;;;"Bächle-Scholz";"Sabine";"";"CDU";113;113;2023-10-09 00:17:45;1;;"";
04800000000;"Groß-Gerau II";"WK";;"";91137;66067;25070;0;59560;23129;65,4;2;1155;58405;1,9;98,1;20868;7325;12803;9407;2166;1537;2908;;1044;;;;;;;;;186;;;;;;;;;;161;;35,7;12,5;21,9;16,1;3,7;2,6;5,0;;1,8;;;;;;;;;0,3;;;;;;;;;;0,3;;1043;58517;1,8;98,2;20100;8400;9972;10332;2673;1514;2291;1005;578;221;91;40;194;96;110;33;259;124;25;345;114;;;;;;;;;34,3;14,4;17,0;17,7;4,6;2,6;3,9;1,7;1,0;0,4;0,2;0,1;0,3;0,2;0,2;0,1;0,4;0,2;0,0;0,6;0,2;;;;;;;;;"Claus";"Ines";"";"CDU";116;116;2023-10-08 22:56:31;1;;"";
04900000000;"Darmstadt-Stadt I";"WK";;"";66098;47079;19019;0;43172;17833;65,3;2;502;42670;1,2;98,8;9011;11539;8155;4362;1738;2646;852;;666;272;;;;253;;91;;;;2846;;;;239;;;;;;21,1;27,0;19,1;10,2;4,1;6,2;2,0;;1,6;0,6;;;;0,6;;0,2;;;;6,7;;;;0,6;;;;;;400;42772;0,9;99,1;9094;11878;6870;4547;2002;2935;729;511;520;204;128;14;210;216;43;61;176;46;11;2394;183;;;;;;;;;21,3;27,8;16,1;10,6;4,7;6,9;1,7;1,2;1,2;0,5;0,3;0,0;0,5;0,5;0,1;0,1;0,4;0,1;0,0;5,6;0,4;;;;;;;;;"Förster-Heldmann";"Hildegard";"";"GRÜNE";98;98;2023-10-08 22:19:55;1;;"";
05000000000;"Darmstadt-Stadt II";"WK";;"";89988;63365;26623;0;62627;24989;69,6;2;957;61670;1,5;98,5;17453;10918;17253;7704;2598;2010;1910;;;;;;;;;;;166;;1443;;;;215;;;;;;28,3;17,7;28,0;12,5;4,2;3,3;3,1;;;;;;;;;;;0,3;;2,3;;;;0,3;;;;;;788;61839;1,3;98,7;18134;13084;10280;8457;3184;2327;1416;980;511;233;198;29;218;132;96;42;349;147;25;1824;173;;;;;;;;;29,3;21,2;16,6;13,7;5,1;3,8;2,3;1,6;0,8;0,4;0,3;0,0;0,4;0,2;0,2;0,1;0,6;0,2;0,0;2,9;0,3;;;;;;;;;"Franz";"Peter";"";"CDU";122;122;2023-10-08 22:20:11;1;;"";
05100000000;"Darmstadt-Dieburg I";"WK";;"";81545;58490;23055;0;55098;21435;67,6;2;915;54183;1,7;98,3;18336;7886;12979;8585;2221;1433;1650;;1093;;;;;;;;;;;;;;;;;;;;;33,8;14,6;24,0;15,8;4,1;2,6;3,0;;2,0;;;;;;;;;;;;;;;;;;;;;795;54303;1,4;98,6;17635;9007;9315;9193;2810;1478;1467;948;558;191;122;28;197;87;83;20;317;40;25;638;144;;;;;;;;;32,5;16,6;17,2;16,9;5,2;2,7;2,7;1,7;1,0;0,4;0,2;0,1;0,4;0,2;0,2;0,0;0,6;0,1;0,0;1,2;0,3;;;;;;;;;"Schimmel";"Maximilian";"";"CDU";97;97;2023-10-08 23:09:46;1;;"";
05200000000;"Darmstadt-Dieburg II";"WK";;"";77261;54589;22672;0;53861;21269;69,7;2;884;52977;1,6;98,4;20174;7248;8042;9127;2251;1247;2854;1420;;;;;;;;;;;;486;;;;128;;;;;;38,1;13,7;15,2;17,2;4,2;2,4;5,4;2,7;;;;;;;;;;;;0,9;;;;0,2;;;;;;788;53073;1,5;98,5;19309;7491;7498;9752;2497;1199;1954;1015;452;186;117;32;221;77;113;44;328;29;26;606;127;;;;;;;;;36,4;14,1;14,1;18,4;4,7;2,3;3,7;1,9;0,9;0,4;0,2;0,1;0,4;0,1;0,2;0,1;0,6;0,1;0,0;1,1;0,2;;;;;;;;;"Pentz";"Manfred";"";"CDU";90;90;2023-10-08 22:21:59;1;;"";
05300000000;"Odenwald";"WK";;"";82512;59303;23209;0;54441;21798;66,0;2;1155;53286;2,1;97,9;18996;4910;11504;11079;2760;1345;2692;;;;;;;;;;;;;;;;;;;;;;;35,6;9,2;21,6;20,8;5,2;2,5;5,1;;;;;;;;;;;;;;;;;;;;;;;964;53477;1,8;98,2;18548;5465;9043;11877;2629;1166;1987;1010;341;160;88;35;179;76;103;43;297;56;30;251;93;;;;;;;;;34,7;10,2;16,9;22,2;4,9;2,2;3,7;1,9;0,6;0,3;0,2;0,1;0,3;0,1;0,2;0,1;0,6;0,1;0,1;0,5;0,2;;;;;;;;;"Funken";"Sandra";"";"CDU";159;159;2023-10-08 22:20:31;1;;"";
05400000000;"Bergstraße I";"WK";;"";93108;69107;24001;0;58660;22218;63,0;2;949;57711;1,6;98,4;22626;6137;8775;12075;2443;1053;2727;1875;;;;;;;;;;;;;;;;;;;;;;39,2;10,6;15,2;20,9;4,2;1,8;4,7;3,2;;;;;;;;;;;;;;;;;;;;;;845;57815;1,4;98,6;21259;7545;7300;12767;2838;984;1941;1344;378;176;88;33;193;68;134;31;356;22;18;242;98;;;;;;;;;36,8;13,1;12,6;22,1;4,9;1,7;3,4;2,3;0,7;0,3;0,2;0,1;0,3;0,1;0,2;0,1;0,6;0,0;0,0;0,4;0,2;;;;;;;;;"Bauer";"Alexander";"";"CDU";109;109;2023-10-08 22:11:24;1;;"";
